received_at,slot_id,x_m,y_m,observation_count
1785529373.5342155,7263,1.4988964228350192,1.5328778515024934,12
1785529373.5457582,7267,1.5009207460983465,1.5308529372745363,12
1785529373.5752778,7269,1.5023404825895295,1.532273076689304,12
1785529373.582548,7270,1.4999287624342783,1.5322633797526097,12
1785529373.5829022,7271,1.4993620975810646,1.5346477680727846,11
1785529373.5829682,7273,1.5007550947347836,1.53465340920487,11
1785529373.583027,7274,1.5115555488339463,1.5441482532318132,11
1785529373.5830574,7275,1.5116362366476586,1.5367511562118206,11
1785529373.5831096,7277,1.5072555844575217,1.5367179750041249,11
1785529373.5982893,7279,1.5099616437783394,1.5343425106653548,11
1785529373.6266026,7284,1.5099474269345323,1.5359283844371199,11
1785529373.6267922,7285,1.5160136454107036,1.5359195517253668,11
1785529373.6268263,7286,1.511476894325403,1.5319350013381958,11
1785529373.6284046,7287,1.5114502340287141,1.5343126932952285,11
1785529373.6319728,7294,1.5133848259597682,1.534321642377775,11
1785529373.6379874,7295,1.5133640040961234,1.53281208367276,11
1785529373.6707287,7298,1.5124603815758804,1.5322659393771823,10
1785529373.670772,7300,1.5088467714377243,1.535896205907679,10
1785529373.6708622,7299,1.5088744532149942,1.532266829330694,10
1785529373.67103,7301,1.5150829087246698,1.5323216667546946,10
1785529373.6710987,7302,1.516123242990843,1.532321734993558,11
1785529373.67115,7303,1.5132244129817498,1.5356428475934487,11
1785529373.6820958,7305,1.511712762996328,1.5339140603215715,11
1785529373.6823297,7306,1.5083164545755372,1.5338827135743416,11
1785529373.6863158,7307,1.5082804343207716,1.5311450034458478,11
1785529373.6864824,7308,1.5082908243200321,1.5292292750080132,11
1785529373.6876528,7309,1.5057528540108864,1.5292243961537777,11
1785529373.69235,7311,1.5057037084409859,1.5372958221757287,11
1785529373.7094183,7310,1.5102257561381232,1.5424681620106184,11
1785529373.7312706,7316,1.5102465537636531,1.543776042557891,12
1785529373.731602,7315,1.5131573759729104,1.540863618667551,12
1785529373.731638,7317,1.5137770365744694,1.5414835711492956,12
1785529373.7316892,7319,1.5138984708188854,1.5483231748832211,12
1785529373.7317462,7321,1.5087695733631385,1.5483178624652087,12
1785529373.7317696,7322,1.5033479802744194,1.5428927655626175,12
1785529373.7335382,7323,1.5033788679950273,1.53838904427843,12
1785529373.7798493,7327,1.5080278728305159,1.5337378206657304,12
1785529373.7900293,7333,1.5099504322866066,1.5337452510969904,12
1785529373.7901032,7334,1.5075484191815738,1.5313423657022436,12
1785529373.7901285,7335,1.5075210144361668,1.5363683608554188,12
1785529373.795505,7341,1.5100077431519237,1.538856327442862,12
1785529373.7978837,7342,1.5140359504567664,1.538895023603115,12
1785529373.8009868,7343,1.513969206383902,1.5351643820475749,12
1785529373.8061504,7344,1.514001050711328,1.5274220196753465,12
1785529373.8102589,7346,1.5180085368314598,1.5314298471139947,12
1785529373.813005,7348,1.5179203854299883,1.5315184941084503,12
1785529373.8131268,7347,1.5179182536811704,1.531781422545175,12
1785529373.8330219,7352,1.5179174909915811,1.5315146272597726,12
1785529373.8475177,7351,1.5171259939350858,1.5323042734485763,12
1785529373.847728,7353,1.5160575165569816,1.5312356259579438,12
1785529373.8477716,7354,1.5173969799077194,1.5312532399205252,12
1785529373.847826,7355,1.5174340023864057,1.5332094660634774,12
1785529373.8485632,7358,1.5152057069266194,1.5309807488017029,12
1785529373.8538158,7359,1.5152042939675447,1.531596185846219,12
1785529373.858545,7360,1.5149391340599567,1.5318614571315277,12
1785529373.8607776,7361,1.5125297810928922,1.5318290840624413,12
1785529373.8629444,7362,1.5054475419662854,1.5317880850993877,12
1785529373.8727398,7363,1.503084759528824,1.5341509870613605,12
1785529373.9811277,7368,1.5030615968024752,1.5406861696926764,12
1785529373.9834652,7369,1.4990520089951773,1.5406535697805033,12
1785529373.9834938,7370,1.5000326854928758,1.5416351412766844,12
1785529373.983541,7371,1.5000386044514515,1.540220823894904,12
1785529373.984723,7373,1.4998595084333144,1.5402206872604147,12
1785529373.9847667,7374,1.5015159128840723,1.5402341444677616,12
1785529373.9848557,7375,1.4910105091427721,1.5507468934233932,12
1785529373.9849129,7378,1.4920877490192355,1.550754993185973,12
1785529373.984937,7381,1.48678933712896,1.5506800337260263,12
1785529373.98498,7382,1.4949201167649244,1.5588193728492223,12
1785529373.985002,7383,1.4948997035425964,1.5612118650380573,12
1785529373.985041,7385,1.4889508054757075,1.5611702312299727,12
1785529373.985062,7388,1.4890797918425982,1.5654008885652815,12
1785529373.9851034,7387,1.5013227075144426,1.5531440916063268,12
1785529373.9851289,7389,1.5019484871523192,1.5537680544322985,12
1785529373.985169,7390,1.4988909558135093,1.553738796680351,12
1785529373.9851878,7391,1.4987806021177728,1.5494068604733624,12
1785529373.9852278,7392,1.498824336262595,1.5429503729739884,12
1785529373.985271,7393,1.5104953452355847,1.5430203462838037,12
1785529373.9852908,7394,1.501609240166563,1.534129584688409,12
1785529373.9853268,7395,1.501611870566781,1.533599180072038,12
1785529373.9853647,7397,1.5059906021700076,1.5336334272661034,12
1785529373.9931262,7399,1.5032712943944615,1.5363540634765718,12
1785529374.0023704,7404,1.503241915400523,1.5409462066316153,12
1785529374.0058477,7405,1.5021088701035294,1.540940632596579,12
1785529374.0383022,7406,1.5005973644344084,1.5394283590586944,12
1785529374.0578835,7408,1.5024415611659492,1.537583134340654,12
1785529374.0629277,7412,1.5024601095857928,1.5385564398470573,12
1785529374.0629802,7411,1.5093086111386689,1.5317052313390767,12
1785529374.0630026,7413,1.5093972708740853,1.5317933408172388,12
1785529374.0630445,7415,1.5094503305462612,1.534720590539026,12
1785529374.0630631,7416,1.50945730294898,1.524059434583495,12
1785529374.0631008,7418,1.5135672959180948,1.5281688751573013,12
1785529374.06312,7420,1.5119943632125676,1.5297431571725115,12
1785529374.0631368,7419,1.5119897251195915,1.5272783881179133,12
1785529374.063571,7424,1.5119913231842244,1.5274555435751287,12
1785529374.0666945,7423,1.5067536287450964,1.5326968166547221,12
