method,received_at,east_m,north_m,error_to_rtk_m
FlexTDOA,1785765517.485487,0.297945,3.377846,0.094339
FlexTDOA,1785765517.628586,0.396066,3.300865,0.133337
FlexTDOA,1785765517.988470,0.395629,3.341988,0.092871
FlexTDOA,1785765517.989069,0.227183,3.431860,0.147657
FlexTDOA,1785765518.033833,0.351724,3.409485,0.032620
FlexTDOA,1785765518.088176,0.387393,3.311400,0.121750
FlexTDOA,1785765518.088566,0.290382,3.416775,0.085908
FlexTDOA,1785765518.189347,0.230324,3.327941,0.178374
FlexTDOA,1785765518.245528,0.286914,3.396355,0.095065
FlexTDOA,1785765518.347930,0.223090,3.429008,0.151789
FlexTDOA,1785765518.396756,0.402245,3.310021,0.125510
FlexTDOA,1785765518.608269,0.386216,3.334857,0.098305
FlexTDOA,1785765518.658590,0.338277,3.356070,0.084726
FlexTDOA,1785765518.658850,0.296792,3.233106,0.214126
FlexTDOA,1785765518.760270,0.382178,3.433216,0.007374
FlexTDOA,1785765519.098431,0.461786,3.331431,0.133323
FlexTDOA,1785765519.291885,0.409623,3.394202,0.051738
FlexTDOA,1785765519.336782,0.402589,3.281051,0.153972
FlexTDOA,1785765519.336859,0.342619,3.413314,0.037500
FlexTDOA,1785765519.392434,0.299434,3.328562,0.128411
FlexTDOA,1785765519.445408,0.370627,3.240830,0.191717
FlexTDOA,1785765519.446972,0.241895,3.519723,0.159001
FlexTDOA,1785765519.447643,0.535091,3.291100,0.213717
FlexTDOA,1785765519.517143,0.417977,3.307418,0.132313
FlexTDOA,1785765519.572118,0.436889,3.375554,0.084221
FlexTDOA,1785765519.723620,0.348544,3.518422,0.089854
FlexTDOA,1785765519.856307,0.301031,3.392819,0.083799
FlexTDOA,1785765519.906189,0.291838,3.459190,0.087186
FlexTDOA,1785765519.949847,0.325305,3.390881,0.064698
FlexTDOA,1785765520.111633,0.232839,3.198880,0.273392
FlexTDOA,1785765520.111672,0.396230,3.387093,0.050195
FlexTDOA,1785765520.111895,0.436236,3.338195,0.112532
FlexTDOA,1785765520.115125,0.383646,3.297111,0.135677
FlexTDOA,1785765520.216802,0.285984,3.335879,0.131267
FlexTDOA,1785765520.450283,0.302956,3.328801,0.126178
FlexTDOA,1785765520.668039,0.534099,3.356267,0.176566
FlexTDOA,1785765520.767234,0.419554,3.327901,0.113758
FlexTDOA,1785765520.769723,0.290623,3.395231,0.092094
FlexTDOA,1785765520.812745,0.352490,3.393575,0.044886
FlexTDOA,1785765520.865102,0.252995,3.255874,0.214577
FlexTDOA,1785765520.918428,0.328073,3.402649,0.055481
FlexTDOA,1785765520.931224,0.494839,3.278284,0.195405
FlexTDOA,1785765520.931339,0.391482,3.466300,0.037674
FlexTDOA,1785765520.967237,0.238796,3.374268,0.147982
FlexTDOA,1785765521.029727,0.410597,3.445098,0.037912
FlexTDOA,1785765521.131098,0.398211,3.392761,0.046104
FlexTDOA,1785765521.179283,0.286453,3.487844,0.104282
FlexTDOA,1785765521.179336,0.261292,3.288387,0.183472
FlexTDOA,1785765521.179535,0.370654,3.368384,0.064254
FlexTDOA,1785765521.230474,0.318793,3.335956,0.111634
FlexTDOA,1785765521.276059,0.398827,3.301401,0.133277
FlexTDOA,1785765521.276173,0.317112,3.362961,0.090379
FlexTDOA,1785765521.320294,0.349853,3.465159,0.041119
FlexTDOA,1785765521.321206,0.327599,3.248574,0.189897
FlexTDOA,1785765521.456105,0.437852,3.305760,0.141542
FlexTDOA,1785765521.458692,0.349732,3.350171,0.086074
FlexTDOA,1785765521.482010,0.323641,3.347433,0.099287
FlexTDOA,1785765521.578478,0.352839,3.338689,0.096358
FlexTDOA,1785765521.578519,0.288921,3.359829,0.112530
FlexTDOA,1785765521.675295,0.223937,3.381998,0.159128
FlexTDOA,1785765521.677574,0.427561,3.344925,0.102222
FlexTDOA,1785765521.793684,0.304588,3.237942,0.206854
FlexTDOA,1785765521.837537,0.356168,3.317498,0.116509
FlexTDOA,1785765521.837584,0.248191,3.373925,0.139538
FlexTDOA,1785765521.981132,0.378548,3.358504,0.074091
FlexTDOA,1785765522.023526,0.270584,3.295858,0.171873
FlexTDOA,1785765522.193384,0.334427,3.316006,0.123305
FlexTDOA,1785765522.246908,-0.026308,3.211395,0.458047
FlexTDOA,1785765522.293658,0.402419,3.338588,0.097879
FlexTDOA,1785765522.303992,0.451069,3.257070,0.191278
FlexTDOA,1785765522.364917,0.424137,3.276911,0.163213
FlexTDOA,1785765522.391091,0.334277,3.383203,0.063841
FlexTDOA,1785765522.441094,0.320491,3.405274,0.060787
FlexTDOA,1785765522.667764,0.306192,3.193268,0.248887
FlexTDOA,1785765522.667857,0.347095,3.301883,0.133533
FlexTDOA,1785765522.812312,0.363501,3.243961,0.188881
FlexTDOA,1785765522.909117,0.287655,3.386694,0.098485
FlexTDOA,1785765522.909436,0.385826,3.301802,0.131161
FlexTDOA,1785765523.125465,0.367892,3.393999,0.039124
FlexTDOA,1785765523.170680,0.315356,3.297703,0.147339
FlexTDOA,1785765523.211219,0.260915,3.295446,0.178221
FlexTDOA,1785765523.265552,0.300253,3.395917,0.083075
FlexTDOA,1785765523.313819,0.240549,3.349558,0.157840
FlexTDOA,1785765523.314220,0.444793,3.386227,0.083875
FlexTDOA,1785765523.410764,0.391569,3.364823,0.069716
FlexTDOA,1785765523.461785,0.339605,3.230340,0.205209
FlexTDOA,1785765523.528183,0.348627,3.358013,0.078965
FlexTDOA,1785765523.528326,0.261871,3.557560,0.168527
FlexTDOA,1785765523.582185,0.430461,3.379136,0.077083
FlexTDOA,1785765523.768266,0.350267,3.302217,0.132581
FlexTDOA,1785765523.768302,0.403394,3.436188,0.028792
FlexTDOA,1785765523.774858,0.317874,3.202613,0.236841
FlexTDOA,1785765523.811994,0.403008,3.371678,0.067030
FlexTDOA,1785765523.812056,0.249751,3.357579,0.145809
FlexTDOA,1785765523.812104,0.273240,3.351441,0.129973
FlexTDOA,1785765523.854224,0.477769,3.319708,0.152699
FlexTDOA,1785765523.962185,0.272079,3.374962,0.117772
FlexTDOA,1785765524.055717,0.252287,3.328676,0.160620
FlexTDOA,1785765524.055763,0.377192,3.315117,0.117409
FlexTDOA,1785765524.160579,0.244820,3.312339,0.177042
FlexTDOA,1785765524.306001,0.301841,3.406630,0.077447
FlexTDOA,1785765524.306745,0.289225,3.385614,0.097612
FlexTDOA,1785765524.307478,0.473072,3.391259,0.106540
FlexTDOA,1785765524.350104,0.465707,3.312624,0.150425
FlexTDOA,1785765524.351161,0.216238,3.325519,0.191310
FlexTDOA,1785765524.399765,0.333834,3.345805,0.095904
FlexTDOA,1785765524.400074,0.337465,3.315211,0.123101
FlexTDOA,1785765524.449741,0.496940,3.323524,0.163661
FlexTDOA,1785765524.451757,0.380219,3.333994,0.098654
FlexTDOA,1785765524.469580,0.328433,3.311421,0.129669
FlexTDOA,1785765524.515970,0.266549,3.440560,0.108589
FlexTDOA,1785765524.665254,0.488205,3.406238,0.116369
FlexTDOA,1785765524.665317,0.249924,3.385785,0.133365
FlexTDOA,1785765524.716932,0.248796,3.163117,0.297413
FlexTDOA,1785765524.716970,0.339229,3.298014,0.139122
FlexTDOA,1785765524.831801,0.297155,3.457330,0.081555
FlexTDOA,1785765524.870063,0.295281,3.281378,0.170785
FlexTDOA,1785765524.870114,0.478731,3.494114,0.120788
FlexTDOA,1785765525.226736,0.365070,3.340675,0.092345
FlexTDOA,1785765525.276466,0.477176,3.236642,0.220984
FlexTDOA,1785765525.320909,0.326054,3.416088,0.051472
FlexTDOA,1785765525.320957,0.541540,3.344211,0.188639
FlexTDOA,1785765525.372786,0.324488,3.363081,0.085758
FlexTDOA,1785765525.466012,0.210706,3.211384,0.275377
FlexTDOA,1785765525.537834,0.364820,3.353108,0.080023
FlexTDOA,1785765525.537877,0.189454,3.316634,0.218616
FlexTDOA,1785765525.539397,0.257917,3.373249,0.131079
FlexTDOA,1785765525.742322,0.367146,3.329928,0.102861
FlexTDOA,1785765525.793324,0.332994,3.292444,0.146175
FlexTDOA,1785765525.843928,0.421129,3.481951,0.067736
FlexTDOA,1785765525.943333,0.226124,3.454728,0.150366
FlexTDOA,1785765526.041157,0.250575,3.409603,0.126356
FlexTDOA,1785765526.100796,0.428210,3.252521,0.187727
FlexTDOA,1785765526.190371,0.351165,3.354829,0.081200
FlexTDOA,1785765526.235819,0.353101,3.266541,0.167378
FlexTDOA,1785765526.239689,0.318903,3.358349,0.092884
FlexTDOA,1785765526.336831,0.375232,3.209941,0.222561
FlexTDOA,1785765526.396873,0.447044,3.392412,0.082588
FlexTDOA,1785765526.399932,0.086657,3.175055,0.386429
FlexTDOA,1785765526.399971,0.326505,3.333894,0.109816
FlexTDOA,1785765526.400247,0.366824,3.221908,0.210746
FlexTDOA,1785765526.447580,0.401556,3.310411,0.124980
FlexTDOA,1785765526.447692,0.288043,3.321026,0.141281
FlexTDOA,1785765526.449851,0.405547,3.343379,0.094265
FlexTDOA,1785765526.517229,0.432384,3.284074,0.159192
FlexTDOA,1785765526.572221,0.351573,3.298023,0.136476
FlexTDOA,1785765526.572272,0.431488,3.333952,0.113671
FlexTDOA,1785765526.624287,0.238127,3.221015,0.251827
FlexTDOA,1785765526.875479,0.352593,3.356350,0.079334
FlexTDOA,1785765526.879529,0.423764,3.361561,0.086175
FlexTDOA,1785765526.880690,0.205416,3.453047,0.170663
FlexTDOA,1785765527.025832,0.381877,3.328677,0.104063
FlexTDOA,1785765527.073805,0.376239,3.268242,0.164265
FlexTDOA,1785765527.121459,0.313627,3.431274,0.061224
FlexTDOA,1785765527.218045,0.308696,3.275020,0.170808
FlexTDOA,1785765527.218451,0.299292,3.392247,0.085602
FlexTDOA,1785765527.274144,0.419529,3.377383,0.070960
FlexTDOA,1785765527.274205,0.447600,3.390751,0.083889
FlexTDOA,1785765527.339342,0.306148,3.345347,0.110970
FlexTDOA,1785765527.393755,0.497488,3.339493,0.153926
FlexTDOA,1785765527.444521,0.354725,3.481606,0.053064
FlexTDOA,1785765527.515902,0.474315,3.234585,0.221510
FlexTDOA,1785765527.562284,0.420252,3.425801,0.045906
FlexTDOA,1785765527.652980,0.459486,3.268189,0.184835
FlexTDOA,1785765527.706432,0.330405,3.447304,0.046835
FlexTDOA,1785765527.767707,0.324622,3.295160,0.146234
FlexTDOA,1785765527.909285,0.371173,3.414470,0.018401
FlexTDOA,1785765528.050616,0.340614,3.485984,0.063496
FlexTDOA,1785765528.292920,0.338037,3.353924,0.086769
FlexTDOA,1785765528.338831,0.471061,3.260339,0.197227
FlexTDOA,1785765528.339185,0.313602,3.463620,0.068690
FlexTDOA,1785765528.487045,0.277749,3.348613,0.128311
FlexTDOA,1785765528.487098,0.374554,3.400307,0.032196
FlexTDOA,1785765528.488142,0.428524,3.198863,0.239727
FlexTDOA,1785765528.590961,0.319174,3.343540,0.104941
FlexTDOA,1785765528.637895,0.260392,3.459676,0.117629
FlexTDOA,1785765528.640716,0.383243,3.354621,0.078332
FlexTDOA,1785765528.740437,0.377031,3.229636,0.202878
FlexTDOA,1785765528.740486,0.281410,3.227783,0.225030
FlexTDOA,1785765528.839761,0.254472,3.679834,0.275066
FlexTDOA,1785765528.929773,0.331760,3.258064,0.179678
FlexTDOA,1785765528.978411,0.483093,3.392612,0.115370
FlexTDOA,1785765528.991295,0.358237,3.145511,0.287470
FlexTDOA,1785765529.025086,0.484503,3.337684,0.144971
FlexTDOA,1785765529.029859,0.318811,3.266866,0.174855
FlexTDOA,1785765529.075399,0.381059,3.486876,0.054729
FlexTDOA,1785765529.076349,0.432634,3.371081,0.084337
FlexTDOA,1785765529.076399,0.235996,3.425686,0.139010
FlexTDOA,1785765529.133724,0.369072,3.340977,0.091706
FlexTDOA,1785765529.181944,0.325309,3.345744,0.099900
FlexTDOA,1785765529.181992,0.389928,3.408940,0.027979
FlexTDOA,1785765529.227495,0.416067,3.306027,0.133025
FlexTDOA,1785765529.428123,0.353028,3.260846,0.173036
FlexTDOA,1785765529.431254,0.256837,3.312655,0.168189
FlexTDOA,1785765529.454028,0.291790,3.312501,0.145935
FlexTDOA,1785765529.495408,0.416237,3.381930,0.065355
FlexTDOA,1785765529.496571,0.282810,3.401516,0.097105
FlexTDOA,1785765529.648245,0.367613,3.485714,0.053701
FlexTDOA,1785765529.768815,0.448142,3.403785,0.078728
FlexTDOA,1785765529.950769,0.287334,3.458020,0.091150
FlexTDOA,1785765530.025162,0.338148,3.352307,0.088190
FlexTDOA,1785765530.025856,0.289032,3.424476,0.086181
FlexTDOA,1785765530.026494,0.287725,3.302554,0.156445
FlexTDOA,1785765530.077078,0.466830,3.417740,0.093168
FlexTDOA,1785765530.181414,0.322462,3.317199,0.126641
FlexTDOA,1785765530.227218,0.179502,3.455683,0.196708
FlexTDOA,1785765530.373263,0.367389,3.371743,0.061213
FlexTDOA,1785765530.373651,0.291484,3.328650,0.133166
FlexTDOA,1785765530.374337,0.295216,3.435395,0.079675
FlexTDOA,1785765530.418861,0.314217,3.327361,0.121365
FlexTDOA,1785765530.588145,0.246251,3.400203,0.132582
FlexTDOA,1785765530.665553,0.371297,3.399833,0.032860
FlexTDOA,1785765530.872223,0.431154,3.511683,0.097166
FlexTDOA,1785765530.917919,0.287060,3.464848,0.093549
FlexTDOA,1785765530.933776,0.367560,3.402810,0.030571
FlexTDOA,1785765531.025628,0.232054,3.366137,0.157453
FlexTDOA,1785765531.085375,0.431676,3.287238,0.155987
FlexTDOA,1785765531.145590,0.324491,3.372017,0.078697
FlexTDOA,1785765531.393670,0.442068,3.459848,0.072578
FlexTDOA,1785765531.394713,0.261802,3.241546,0.221903
FlexTDOA,1785765531.504820,0.451832,3.279109,0.171631
FlexTDOA,1785765531.505152,0.338955,3.426491,0.036384
FlexTDOA,1785765531.561817,0.339328,3.263082,0.173101
FlexTDOA,1785765531.564138,0.291265,3.298856,0.157625
FlexTDOA,1785765531.723781,0.403699,3.367174,0.071418
FlexTDOA,1785765531.782823,0.363769,3.274341,0.158548
FlexTDOA,1785765531.838304,0.452286,3.422047,0.078149
FlexTDOA,1785765531.943436,0.387716,3.507751,0.076343
FlexTDOA,1785765531.994037,0.324663,3.324115,0.119437
FlexTDOA,1785765532.047118,0.461483,3.121507,0.322839
FlexTDOA,1785765532.047154,0.471099,3.501620,0.118505
FlexTDOA,1785765532.104963,0.382265,3.321343,0.111407
FlexTDOA,1785765532.329808,0.438573,3.437920,0.063965
FlexTDOA,1785765532.425556,0.468713,3.432701,0.093875
FlexTDOA,1785765532.427814,0.229627,3.368166,0.158825
FlexTDOA,1785765532.428075,0.263024,3.287143,0.183389
FlexTDOA,1785765532.509184,0.305255,3.370503,0.093197
FlexTDOA,1785765532.555124,0.229709,3.298146,0.197773
FlexTDOA,1785765532.555188,0.253017,3.422900,0.122200
FlexTDOA,1785765532.877908,0.394401,3.435628,0.019811
FlexTDOA,1785765533.249786,0.369328,3.361943,0.070774
FlexTDOA,1785765533.249832,0.298123,3.388987,0.088197
FlexTDOA,1785765533.296453,0.316524,3.440835,0.058907
FlexTDOA,1785765533.339458,0.264356,3.348338,0.138888
FlexTDOA,1785765533.756307,0.356725,3.319836,0.114113
FlexTDOA,1785765534.135380,0.298160,3.281752,0.169130
FlexTDOA,1785765534.138040,0.385650,3.397847,0.036302
FlexTDOA,1785765534.138270,0.306198,3.408504,0.072715
FlexTDOA,1785765534.399375,0.247257,3.261546,0.213314
FlexTDOA,1785765534.399491,0.356314,3.444935,0.022310
FlexTDOA,1785765534.455504,0.388930,3.267658,0.165445
FlexTDOA,1785765534.499540,0.421279,3.202254,0.234884
FlexTDOA,1785765534.499982,0.467179,3.477227,0.102602
FlexTDOA,1785765534.548486,0.364212,3.525168,0.093274
FlexTDOA,1785765534.601265,0.379689,3.400865,0.032006
FlexTDOA,1785765534.771367,0.328274,3.432080,0.046567
FlexTDOA,1785765534.965196,0.308408,3.337799,0.115679
FlexTDOA,1785765535.221991,0.454290,3.409708,0.082656
FlexTDOA,1785765535.274171,0.285680,3.355322,0.117924
FlexTDOA,1785765535.276149,0.489906,3.337843,0.148999
FlexTDOA,1785765535.317123,0.407497,3.393445,0.050911
FlexTDOA,1785765535.368187,0.422342,3.433721,0.047519
FlexTDOA,1785765535.415533,0.456341,3.297995,0.157272
FlexTDOA,1785765535.416072,0.374876,3.404022,0.028479
FlexTDOA,1785765535.419306,0.476656,3.390310,0.110213
FlexTDOA,1785765535.534274,0.418733,3.307656,0.132337
FlexTDOA,1785765535.582335,0.391763,3.300159,0.133420
FlexTDOA,1785765535.971644,0.399658,3.294778,0.139943
FlexTDOA,1785765535.971953,0.328428,3.437327,0.046661
FlexTDOA,1785765536.081935,0.439137,3.398166,0.072892
FlexTDOA,1785765536.128081,0.294026,3.432730,0.080813
FlexTDOA,1785765536.226774,0.440333,3.361841,0.096345
FlexTDOA,1785765536.278539,0.315354,3.324193,0.123568
FlexTDOA,1785765536.374424,0.356751,3.301747,0.132000
FlexTDOA,1785765536.450085,0.345519,3.275737,0.159482
FlexTDOA,1785765536.552914,0.324046,3.349577,0.097244
FlexTDOA,1785765536.566088,0.370249,3.274117,0.158451
FlexTDOA,1785765536.600530,0.311837,3.313163,0.134948
FlexTDOA,1785765536.697901,0.411794,3.480578,0.060639
FlexTDOA,1785765536.753681,0.325231,3.427381,0.049871
FlexTDOA,1785765536.754113,0.371745,3.172585,0.259935
FlexTDOA,1785765536.806112,0.252935,3.354092,0.144943
FlexTDOA,1785765536.848265,0.312511,3.394246,0.073132
FlexTDOA,1785765536.961762,0.310243,3.310305,0.138219
FlexTDOA,1785765537.017275,0.226424,3.431693,0.148417
FlexTDOA,1785765537.017309,0.376789,3.236487,0.196024
FlexTDOA,1785765537.066176,0.401385,3.331176,0.104746
FlexTDOA,1785765537.066513,0.446704,3.338564,0.118274
FlexTDOA,1785765537.075015,0.434301,3.251708,0.190321
FlexTDOA,1785765537.112020,0.216591,3.325079,0.191264
FlexTDOA,1785765537.112061,0.333897,3.329268,0.111056
FlexTDOA,1785765537.118874,0.524712,3.330593,0.181238
FlexTDOA,1785765537.159008,0.528006,3.531323,0.182281
FlexTDOA,1785765537.532069,0.334263,3.431123,0.040599
FlexTDOA,1785765537.639732,0.407385,3.411945,0.038495
FlexTDOA,1785765537.641737,0.394445,3.329776,0.104579
FlexTDOA,1785765537.689148,0.457059,3.395106,0.090325
FlexTDOA,1785765537.689254,0.350910,3.234797,0.199147
FlexTDOA,1785765537.695748,0.278095,3.441739,0.097184
FlexTDOA,1785765537.785024,0.431885,3.406062,0.062875
FlexTDOA,1785765537.883605,0.265534,3.326016,0.152599
FlexTDOA,1785765537.883676,0.443713,3.369838,0.093115
FlexTDOA,1785765537.884462,0.427360,3.392152,0.066231
FlexTDOA,1785765537.884632,0.262182,3.203975,0.254786
FlexTDOA,1785765537.957764,0.310031,3.402253,0.071519
FlexTDOA,1785765538.011293,0.262684,3.323642,0.156298
FlexTDOA,1785765538.011293,0.426563,3.367417,0.083135
FlexTDOA,1785765538.011293,0.456242,3.283287,0.169975
FlexTDOA,1785765538.054090,0.488116,3.378686,0.125411
FlexTDOA,1785765538.136738,0.368961,3.344941,0.087758
FlexTDOA,1785765538.348250,0.323545,3.305404,0.137058
FlexTDOA,1785765538.441686,0.411516,3.220365,0.215283
FlexTDOA,1785765538.441727,0.406081,3.206909,0.227746
FlexTDOA,1785765538.465437,0.453244,3.333074,0.126623
FlexTDOA,1785765538.514778,0.311676,3.238546,0.203981
FlexTDOA,1785765538.558362,0.271873,3.264154,0.197340
FlexTDOA,1785765538.561335,0.254831,3.410102,0.122080
FlexTDOA,1785765538.659190,0.414840,3.450990,0.044068
FlexTDOA,1785765538.940881,0.320377,3.352268,0.096971
FlexTDOA,1785765538.989196,0.481314,3.313981,0.159324
FlexTDOA,1785765539.044097,0.371075,3.358201,0.074396
FlexTDOA,1785765539.044194,0.223064,3.445515,0.152332
FlexTDOA,1785765539.099525,0.299443,3.390202,0.086451
FlexTDOA,1785765539.141709,0.437418,3.270825,0.173365
FlexTDOA,1785765539.141751,0.292047,3.269409,0.182903
FlexTDOA,1785765539.141789,0.414881,3.280502,0.157186
FlexTDOA,1785765539.197543,0.427437,3.191448,0.246725
FlexTDOA,1785765539.243097,0.361281,3.337924,0.095545
FlexTDOA,1785765539.293459,0.364457,3.462729,0.031960
FlexTDOA,1785765539.395942,0.312262,3.271341,0.172883
FlexTDOA,1785765539.459185,0.253834,3.343772,0.150050
FlexTDOA,1785765539.508468,0.435402,3.388044,0.075129
FlexTDOA,1785765539.556036,0.305538,3.305813,0.144404
FlexTDOA,1785765539.608534,0.493767,3.419226,0.119667
FlexTDOA,1785765539.655021,0.553667,3.357081,0.194082
FlexTDOA,1785765539.755040,0.283052,3.362849,0.115223
FlexTDOA,1785765539.837894,0.349243,3.329046,0.106575
FlexTDOA,1785765539.852035,0.330456,3.282462,0.156466
FlexTDOA,1785765539.857182,0.425651,3.380544,0.072674
FlexTDOA,1785765539.896950,0.303736,3.454802,0.074517
FlexTDOA,1785765539.968197,0.402008,3.375322,0.063306
FlexTDOA,1785765539.969203,0.441405,3.487977,0.086653
FlexTDOA,1785765540.083617,0.314680,3.380781,0.079335
FlexTDOA,1785765540.094679,0.406738,3.326383,0.110810
FlexTDOA,1785765540.095639,0.483122,3.472290,0.115362
FlexTDOA,1785765540.199149,0.391252,3.321337,0.112370
FlexTDOA,1785765540.444647,0.335380,3.216193,0.219878
FlexTDOA,1785765540.465030,0.400270,3.269318,0.165153
FlexTDOA,1785765540.514884,0.402764,3.336401,0.100076
FlexTDOA,1785765540.562579,0.156692,3.318690,0.246051
FlexTDOA,1785765540.614062,0.351469,3.453377,0.031336
FlexTDOA,1785765540.614108,0.441297,3.327120,0.124587
FlexTDOA,1785765540.665764,0.391351,3.360136,0.074225
FlexTDOA,1785765540.711032,0.280702,3.419507,0.095029
FlexTDOA,1785765540.753814,0.310614,3.508137,0.099225
FlexTDOA,1785765540.808026,0.355224,3.393209,0.043916
FlexTDOA,1785765540.856872,0.366687,3.337866,0.094986
FlexTDOA,1785765540.940791,0.312833,3.472955,0.074035
FlexTDOA,1785765540.983038,0.386349,3.327447,0.105683
FlexTDOA,1785765541.030174,0.387778,3.449688,0.021513
FlexTDOA,1785765541.030294,0.374034,3.261120,0.171384
FlexTDOA,1785765541.030663,0.332409,3.296267,0.142689
FlexTDOA,1785765541.082199,0.268743,3.403957,0.109869
FlexTDOA,1785765541.082252,0.436751,3.189107,0.251146
FlexTDOA,1785765541.133118,0.687737,3.200406,0.389582
FlexTDOA,1785765541.279079,0.437967,3.450639,0.065682
FlexTDOA,1785765541.327634,0.300499,3.375347,0.093771
FlexTDOA,1785765541.382313,0.106781,3.363155,0.276882
FlexTDOA,1785765541.382361,0.251603,3.405257,0.126211
FlexTDOA,1785765541.429275,0.283736,3.277874,0.179470
FlexTDOA,1785765541.429312,0.321084,3.514895,0.098378
FlexTDOA,1785765541.749062,0.492121,3.579856,0.188331
FlexTDOA,1785765541.749101,0.344327,3.396292,0.047351
FlexTDOA,1785765541.749141,0.374093,3.356351,0.076155
FlexTDOA,1785765541.916591,0.403749,3.360134,0.077928
FlexTDOA,1785765542.079937,0.341736,3.374338,0.066924
FlexTDOA,1785765542.134843,0.388541,3.402293,0.033171
FlexTDOA,1785765542.234679,0.366214,3.342974,0.089942
FlexTDOA,1785765542.460442,0.400200,3.335501,0.100262
FlexTDOA,1785765542.503457,0.378742,3.357347,0.075256
FlexTDOA,1785765542.754310,0.295788,3.272853,0.178147
FlexTDOA,1785765542.861332,0.513834,3.485033,0.148591
FlexTDOA,1785765542.861537,0.356101,3.229138,0.204225
FlexTDOA,1785765543.019512,0.393981,3.447462,0.024295
FlexTDOA,1785765543.019827,0.294931,3.281313,0.171006
FlexTDOA,1785765543.118174,0.313312,3.417643,0.063296
FlexTDOA,1785765543.167472,0.295999,3.385011,0.092039
