method,received_at,east_m,north_m,error_to_rtk_m
Passive DS-TWR,1785766373.467284,0.403838,3.349716,0.087718
Passive DS-TWR,1785766373.514986,0.282870,3.363489,0.114982
Passive DS-TWR,1785766373.600322,0.269458,3.338969,0.140902
Passive DS-TWR,1785766373.601361,0.398836,3.369225,0.067674
Passive DS-TWR,1785766373.603794,0.362496,3.440846,0.014898
Passive DS-TWR,1785766373.651631,0.309289,3.361429,0.096685
Passive DS-TWR,1785766373.651804,0.269014,3.370446,0.122677
Passive DS-TWR,1785766373.653124,0.399040,3.385768,0.052629
Passive DS-TWR,1785766373.752908,0.333940,3.343068,0.098341
Passive DS-TWR,1785766373.789443,0.286550,3.406303,0.092094
Passive DS-TWR,1785766373.790403,0.401299,3.371719,0.066293
Passive DS-TWR,1785766373.795484,0.340925,3.417938,0.036909
Passive DS-TWR,1785766373.855577,0.298414,3.416489,0.078084
Passive DS-TWR,1785766373.855811,0.409375,3.385789,0.058093
Passive DS-TWR,1785766373.890729,0.382153,3.319993,0.112746
Passive DS-TWR,1785766373.895909,0.277442,3.410951,0.099753
Passive DS-TWR,1785766373.952948,0.333436,3.304154,0.134860
Passive DS-TWR,1785766373.960223,0.269276,3.439220,0.105776
Passive DS-TWR,1785766373.994470,0.411566,3.388234,0.057519
Passive DS-TWR,1785766374.051347,0.318155,3.435474,0.056761
Passive DS-TWR,1785766374.084818,0.363736,3.310323,0.122681
Passive DS-TWR,1785766374.135972,0.292862,3.379469,0.097635
Passive DS-TWR,1785766374.176523,0.306660,3.382928,0.084296
Passive DS-TWR,1785766374.176733,0.441230,3.357722,0.099999
Passive DS-TWR,1785766374.180256,0.375865,3.420478,0.012068
Passive DS-TWR,1785766374.230132,0.329080,3.285975,0.153505
Passive DS-TWR,1785766374.230514,0.293871,3.342307,0.121205
Passive DS-TWR,1785766374.230722,0.416981,3.475877,0.060477
Passive DS-TWR,1785766374.248150,0.353329,3.430368,0.021615
Passive DS-TWR,1785766374.277032,0.304912,3.308668,0.142213
Passive DS-TWR,1785766374.286994,0.282982,3.364987,0.113999
Passive DS-TWR,1785766374.362784,0.293754,3.358761,0.109601
Passive DS-TWR,1785766374.362958,0.404611,3.370646,0.068648
Passive DS-TWR,1785766374.408873,0.290270,3.382856,0.098064
Passive DS-TWR,1785766374.418989,0.376741,3.394573,0.037977
Passive DS-TWR,1785766374.492092,0.274434,3.360414,0.123603
Passive DS-TWR,1785766374.492319,0.415798,3.319508,0.120189
Passive DS-TWR,1785766374.537956,0.301636,3.363961,0.100281
Passive DS-TWR,1785766374.584905,0.361653,3.326151,0.107164
Passive DS-TWR,1785766374.617041,0.286754,3.353938,0.118030
Passive DS-TWR,1785766374.626652,0.405071,3.311697,0.124530
Passive DS-TWR,1785766374.760396,0.404676,3.350317,0.087433
Passive DS-TWR,1785766374.760540,0.372932,3.402037,0.030524
Passive DS-TWR,1785766374.776109,0.329045,3.303577,0.136816
Passive DS-TWR,1785766374.848870,0.306895,3.368177,0.093563
Passive DS-TWR,1785766374.856331,0.292767,3.325757,0.134648
Passive DS-TWR,1785766374.922687,0.321142,3.302895,0.140290
Passive DS-TWR,1785766374.963576,0.281446,3.379212,0.107526
Passive DS-TWR,1785766374.963897,0.412148,3.380203,0.064242
Passive DS-TWR,1785766375.008309,0.406884,3.323945,0.113188
Passive DS-TWR,1785766375.027578,0.401506,3.407084,0.036840
Passive DS-TWR,1785766375.075792,0.366751,3.422681,0.012722
Passive DS-TWR,1785766375.123889,0.350984,3.296374,0.138201
Passive DS-TWR,1785766375.125894,0.291064,3.363493,0.108537
Passive DS-TWR,1785766375.126174,0.406410,3.327112,0.110016
Passive DS-TWR,1785766375.139165,0.356565,3.427067,0.019065
Passive DS-TWR,1785766375.296414,0.341892,3.418657,0.035737
Passive DS-TWR,1785766375.383414,0.381921,3.325002,0.107733
Passive DS-TWR,1785766375.396645,0.381046,3.415498,0.018101
Passive DS-TWR,1785766375.428061,0.366868,3.323889,0.108904
Passive DS-TWR,1785766375.432941,0.229679,3.368397,0.158685
Passive DS-TWR,1785766375.473001,0.386256,3.343832,0.089402
Passive DS-TWR,1785766375.487781,0.316982,3.336730,0.111891
Passive DS-TWR,1785766375.522885,0.275240,3.334875,0.139466
Passive DS-TWR,1785766375.523815,0.315723,3.440712,0.059683
Passive DS-TWR,1785766375.565398,0.372232,3.291967,0.140559
Passive DS-TWR,1785766375.611982,0.367341,3.350254,0.082589
Passive DS-TWR,1785766375.623639,0.234122,3.359243,0.158644
Passive DS-TWR,1785766375.658459,0.365689,3.424275,0.012304
Passive DS-TWR,1785766375.672134,0.348481,3.315537,0.119898
Passive DS-TWR,1785766375.700607,0.301960,3.402789,0.078703
Passive DS-TWR,1785766375.700872,0.412438,3.377209,0.066865
Passive DS-TWR,1785766375.715258,0.349965,3.435511,0.025055
Passive DS-TWR,1785766375.745421,0.303754,3.315526,0.136881
Passive DS-TWR,1785766375.785895,0.402081,3.322225,0.113591
Passive DS-TWR,1785766375.800063,0.321771,3.357148,0.092164
Passive DS-TWR,1785766375.830060,0.287651,3.452475,0.089446
Passive DS-TWR,1785766375.830245,0.413330,3.295815,0.142003
Passive DS-TWR,1785766375.843415,0.352935,3.447194,0.026375
Passive DS-TWR,1785766375.899706,0.289735,3.363974,0.109264
Passive DS-TWR,1785766375.907326,0.351391,3.411394,0.031549
Passive DS-TWR,1785766375.995987,0.403833,3.376294,0.063245
Passive DS-TWR,1785766375.998315,0.372917,3.397968,0.034587
Passive DS-TWR,1785766376.042937,0.338814,3.430461,0.036082
Passive DS-TWR,1785766376.087985,0.284003,3.361096,0.115542
Passive DS-TWR,1785766376.088260,0.402363,3.415970,0.032108
Passive DS-TWR,1785766376.200583,0.346191,3.302672,0.132952
Passive DS-TWR,1785766376.234761,0.384671,3.363354,0.069843
Passive DS-TWR,1785766376.289101,0.388821,3.355562,0.078200
Passive DS-TWR,1785766376.291346,0.384192,3.398088,0.035662
Passive DS-TWR,1785766376.337406,0.341825,3.307672,0.129122
Passive DS-TWR,1785766376.345147,0.395122,3.366577,0.068974
Passive DS-TWR,1785766376.383711,0.367390,3.297935,0.134773
Passive DS-TWR,1785766376.392464,0.290789,3.371257,0.103996
Passive DS-TWR,1785766376.440182,0.399429,3.359631,0.076908
Passive DS-TWR,1785766376.713514,0.321168,3.318627,0.125889
Passive DS-TWR,1785766376.918730,0.392116,3.354342,0.080046
Passive DS-TWR,1785766376.960913,0.392293,3.418925,0.022113
Passive DS-TWR,1785766376.964252,0.355987,3.314313,0.119682
Passive DS-TWR,1785766376.993523,0.313391,3.414886,0.063922
Passive DS-TWR,1785766377.120589,0.280352,3.422446,0.095020
Passive DS-TWR,1785766377.120678,0.400529,3.312387,0.122831
Passive DS-TWR,1785766377.120773,0.371499,3.428516,0.005199
Passive DS-TWR,1785766377.227499,0.273695,3.367680,0.120133
Passive DS-TWR,1785766377.277117,0.314323,3.307524,0.138857
Passive DS-TWR,1785766377.289836,0.315092,3.391802,0.072292
Passive DS-TWR,1785766377.325280,0.311540,3.441900,0.063993
Passive DS-TWR,1785766377.362507,0.316083,3.292845,0.151513
Passive DS-TWR,1785766377.363350,0.294112,3.369824,0.102202
Passive DS-TWR,1785766377.407580,0.381134,3.340456,0.092260
Passive DS-TWR,1785766377.408805,0.339724,3.296413,0.140545
Passive DS-TWR,1785766377.416084,0.292824,3.337046,0.125849
Passive DS-TWR,1785766377.464401,0.286705,3.308017,0.152525
Passive DS-TWR,1785766377.493356,0.288907,3.362152,0.111055
Passive DS-TWR,1785766377.522640,0.392796,3.354270,0.080266
Passive DS-TWR,1785766377.540815,0.334068,3.297817,0.140720
Passive DS-TWR,1785766377.547016,0.295688,3.397227,0.086655
Passive DS-TWR,1785766377.565703,0.432007,3.408580,0.061971
Passive DS-TWR,1785766377.763669,0.358957,3.296563,0.136863
Passive DS-TWR,1785766377.811426,0.398175,3.367596,0.068973
Passive DS-TWR,1785766377.886058,0.376347,3.374730,0.057792
Passive DS-TWR,1785766377.890821,0.289023,3.400308,0.091655
Passive DS-TWR,1785766377.913674,0.337084,3.318449,0.120139
Passive DS-TWR,1785766377.935530,0.285591,3.324125,0.140395
Passive DS-TWR,1785766378.023764,0.282946,3.353211,0.121372
Passive DS-TWR,1785766378.023891,0.418190,3.368307,0.077461
Passive DS-TWR,1785766378.024028,0.345114,3.418396,0.032901
Passive DS-TWR,1785766378.066157,0.307139,3.368328,0.093281
Passive DS-TWR,1785766378.068496,0.405681,3.361978,0.076972
Passive DS-TWR,1785766378.200616,0.334056,3.322496,0.117322
Passive DS-TWR,1785766378.263963,0.289028,3.376757,0.102327
Passive DS-TWR,1785766378.335314,0.287138,3.359667,0.114002
Passive DS-TWR,1785766378.336183,0.407480,3.358535,0.080848
Passive DS-TWR,1785766378.339811,0.324495,3.443135,0.051454
Passive DS-TWR,1785766378.369039,0.289712,3.310014,0.149163
Passive DS-TWR,1785766378.390106,0.268829,3.333594,0.144985
Passive DS-TWR,1785766378.390280,0.419171,3.340048,0.102533
Passive DS-TWR,1785766378.432736,0.299328,3.305764,0.147527
Passive DS-TWR,1785766378.440719,0.311049,3.380312,0.082419
Passive DS-TWR,1785766378.467817,0.397246,3.363557,0.072494
Passive DS-TWR,1785766378.488627,0.325769,3.362963,0.085108
Passive DS-TWR,1785766378.522729,0.288409,3.370079,0.106615
Passive DS-TWR,1785766378.609491,0.395381,3.436634,0.020954
Passive DS-TWR,1785766378.616827,0.346765,3.292176,0.143107
Passive DS-TWR,1785766378.698987,0.367278,3.281457,0.151234
Passive DS-TWR,1785766378.707092,0.276989,3.354995,0.124827
Passive DS-TWR,1785766378.782835,0.368754,3.346475,0.086242
Passive DS-TWR,1785766378.827168,0.334794,3.285914,0.151959
Passive DS-TWR,1785766378.901004,0.303360,3.375405,0.091483
Passive DS-TWR,1785766378.939766,0.396803,3.352184,0.083266
Passive DS-TWR,1785766379.090289,0.282691,3.397669,0.098511
Passive DS-TWR,1785766379.092929,0.410588,3.336674,0.102279
Passive DS-TWR,1785766379.311101,0.393305,3.338660,0.095641
Passive DS-TWR,1785766379.321079,0.380594,3.310212,0.122425
Passive DS-TWR,1785766379.363032,0.307557,3.350475,0.106090
Passive DS-TWR,1785766379.365446,0.387153,3.355851,0.077633
Passive DS-TWR,1785766379.365724,0.302553,3.444308,0.073243
Passive DS-TWR,1785766379.384152,0.364167,3.307987,0.124971
Passive DS-TWR,1785766379.411949,0.273807,3.355169,0.127231
Passive DS-TWR,1785766379.412307,0.414944,3.366894,0.076894
Passive DS-TWR,1785766379.464348,0.280402,3.346518,0.127716
Passive DS-TWR,1785766379.540764,0.414415,3.360565,0.082104
Passive DS-TWR,1785766379.541101,0.373377,3.334372,0.098141
Passive DS-TWR,1785766379.555792,0.373901,3.414706,0.017820
Passive DS-TWR,1785766379.591538,0.325579,3.301113,0.140319
Passive DS-TWR,1785766379.679308,0.404221,3.347222,0.090199
Passive DS-TWR,1785766379.686325,0.360411,3.425560,0.016010
Passive DS-TWR,1785766379.853515,0.339455,3.305364,0.131970
Passive DS-TWR,1785766379.923797,0.403279,3.355215,0.082353
Passive DS-TWR,1785766379.958021,0.338650,3.414861,0.040259
Passive DS-TWR,1785766379.960924,0.299042,3.295759,0.156345
Passive DS-TWR,1785766379.989180,0.288946,3.331840,0.132327
Passive DS-TWR,1785766380.068050,0.374212,3.324440,0.108063
Passive DS-TWR,1785766380.070842,0.298486,3.355552,0.108401
Passive DS-TWR,1785766380.071028,0.397349,3.306431,0.128065
Passive DS-TWR,1785766380.071124,0.370018,3.442329,0.010946
Passive DS-TWR,1785766380.119227,0.341474,3.299755,0.136875
Passive DS-TWR,1785766380.131264,0.355689,3.430454,0.019259
Passive DS-TWR,1785766380.199649,0.313500,3.352364,0.100918
Passive DS-TWR,1785766380.259198,0.300554,3.416223,0.076047
Passive DS-TWR,1785766380.302233,0.353937,3.332532,0.102131
Passive DS-TWR,1785766380.302399,0.305814,3.334221,0.120098
Passive DS-TWR,1785766380.352779,0.392684,3.404878,0.032886
Passive DS-TWR,1785766380.490007,0.340471,3.305223,0.131836
Passive DS-TWR,1785766380.490142,0.297982,3.324120,0.132866
Passive DS-TWR,1785766380.561887,0.300299,3.424532,0.074965
Passive DS-TWR,1785766380.581878,0.387488,3.394668,0.039892
Passive DS-TWR,1785766380.581961,0.334383,3.422636,0.041641
Passive DS-TWR,1785766380.631265,0.391823,3.367831,0.066863
Passive DS-TWR,1785766380.692423,0.409609,3.310441,0.126917
Passive DS-TWR,1785766380.728456,0.404807,3.402267,0.042571
Passive DS-TWR,1785766380.765373,0.412424,3.422467,0.038902
Passive DS-TWR,1785766380.771789,0.357854,3.433184,0.016998
Passive DS-TWR,1785766380.815046,0.356254,3.284563,0.149101
Passive DS-TWR,1785766380.815208,0.268538,3.425923,0.106503
Passive DS-TWR,1785766380.880466,0.341888,3.299228,0.137286
Passive DS-TWR,1785766380.924633,0.368023,3.319811,0.112896
Passive DS-TWR,1785766380.959901,0.299537,3.367772,0.099299
Passive DS-TWR,1785766380.976075,0.328110,3.453877,0.051385
Passive DS-TWR,1785766380.984222,0.320766,3.317792,0.126816
Passive DS-TWR,1785766381.019960,0.297356,3.329042,0.129257
Passive DS-TWR,1785766381.020537,0.377464,3.400801,0.031809
Passive DS-TWR,1785766381.122370,0.334891,3.448692,0.043104
Passive DS-TWR,1785766381.124380,0.293174,3.375684,0.099485
Passive DS-TWR,1785766381.124498,0.417076,3.392589,0.058112
Passive DS-TWR,1785766381.124639,0.355247,3.431538,0.019616
Passive DS-TWR,1785766381.124850,0.330959,3.291722,0.147460
Passive DS-TWR,1785766381.163651,0.381421,3.475078,0.043083
Passive DS-TWR,1785766381.197674,0.259435,3.438964,0.115584
Passive DS-TWR,1785766381.222616,0.372477,3.302507,0.130016
Passive DS-TWR,1785766381.222766,0.396495,3.410558,0.030830
Passive DS-TWR,1785766381.256094,0.379266,3.288393,0.144176
Passive DS-TWR,1785766381.270088,0.316285,3.384715,0.075578
Passive DS-TWR,1785766381.270262,0.405969,3.359874,0.079018
Passive DS-TWR,1785766381.497797,0.337933,3.349100,0.091202
Passive DS-TWR,1785766381.544212,0.380010,3.381810,0.050954
Passive DS-TWR,1785766381.567491,0.368581,3.318788,0.113886
Passive DS-TWR,1785766381.586319,0.297134,3.349930,0.113384
Passive DS-TWR,1785766381.589764,0.402465,3.344390,0.092341
Passive DS-TWR,1785766381.630870,0.383412,3.419808,0.015318
Passive DS-TWR,1785766381.675633,0.279058,3.333378,0.137838
Passive DS-TWR,1785766381.716397,0.330446,3.311568,0.128824
Passive DS-TWR,1785766381.757279,0.345117,3.270494,0.164711
Passive DS-TWR,1785766381.785179,0.309292,3.399632,0.073327
Passive DS-TWR,1785766381.802464,0.413337,3.446646,0.041014
Passive DS-TWR,1785766381.826549,0.380592,3.296167,0.136456
Passive DS-TWR,1785766381.845038,0.277454,3.330726,0.140862
Passive DS-TWR,1785766381.960702,0.289194,3.393192,0.094235
Passive DS-TWR,1785766381.992003,0.403774,3.342120,0.094900
Passive DS-TWR,1785766381.992268,0.397318,3.418371,0.026551
Passive DS-TWR,1785766382.041436,0.309338,3.371221,0.089697
Passive DS-TWR,1785766382.041545,0.389985,3.319614,0.113899
Passive DS-TWR,1785766382.051710,0.361538,3.463487,0.033720
Passive DS-TWR,1785766382.102886,0.359219,3.290072,0.143284
Passive DS-TWR,1785766382.103009,0.276417,3.417425,0.099569
Passive DS-TWR,1785766382.103070,0.421472,3.333288,0.109627
Passive DS-TWR,1785766382.115686,0.325498,3.416594,0.051842
Passive DS-TWR,1785766382.145964,0.338315,3.295028,0.142242
Passive DS-TWR,1785766382.152277,0.280507,3.390094,0.103426
Passive DS-TWR,1785766382.167423,0.378591,3.322189,0.110376
Passive DS-TWR,1785766382.193723,0.377163,3.422951,0.009830
Passive DS-TWR,1785766382.279628,0.342863,3.346859,0.091417
Passive DS-TWR,1785766382.283282,0.291183,3.370740,0.103984
Passive DS-TWR,1785766382.291959,0.407183,3.350274,0.088361
Passive DS-TWR,1785766382.327567,0.371381,3.398440,0.034237
Passive DS-TWR,1785766382.473035,0.301135,3.370055,0.096601
Passive DS-TWR,1785766382.509652,0.431185,3.336766,0.111086
Passive DS-TWR,1785766382.512080,0.385752,3.386208,0.047563
Passive DS-TWR,1785766382.521142,0.402401,3.308638,0.126893
Passive DS-TWR,1785766382.552349,0.272270,3.387538,0.111991
Passive DS-TWR,1785766382.595031,0.396379,3.295620,0.138566
Passive DS-TWR,1785766382.600442,0.289115,3.417889,0.086960
Passive DS-TWR,1785766382.621610,0.391337,3.355773,0.078482
Passive DS-TWR,1785766382.683675,0.389273,3.369403,0.064728
Passive DS-TWR,1785766382.691455,0.399444,3.454798,0.033205
Passive DS-TWR,1785766382.734415,0.345738,3.316244,0.119844
Passive DS-TWR,1785766382.734574,0.272331,3.330420,0.144667
Passive DS-TWR,1785766382.740119,0.392130,3.383785,0.051694
Passive DS-TWR,1785766382.961251,0.393547,3.343531,0.090916
Passive DS-TWR,1785766382.968792,0.333174,3.307814,0.131465
Passive DS-TWR,1785766382.995710,0.296281,3.372684,0.098739
Passive DS-TWR,1785766383.005715,0.417162,3.348917,0.093689
Passive DS-TWR,1785766383.011728,0.350114,3.435681,0.024928
Passive DS-TWR,1785766383.056184,0.307987,3.303705,0.145112
Passive DS-TWR,1785766383.056434,0.299180,3.441626,0.076206
Passive DS-TWR,1785766383.060671,0.394024,3.412353,0.027821
Passive DS-TWR,1785766383.102209,0.351104,3.429456,0.023930
Passive DS-TWR,1785766383.102731,0.336430,3.291761,0.145888
Passive DS-TWR,1785766383.141240,0.303605,3.396886,0.079641
Passive DS-TWR,1785766383.233398,0.369518,3.325068,0.107565
Passive DS-TWR,1785766383.233555,0.291283,3.407044,0.087348
Passive DS-TWR,1785766383.233710,0.447577,3.393908,0.082343
Passive DS-TWR,1785766383.233794,0.383057,3.433721,0.008309
Passive DS-TWR,1785766383.252169,0.362622,3.311672,0.121445
Passive DS-TWR,1785766383.305941,0.291919,3.317969,0.141398
Passive DS-TWR,1785766383.317012,0.417834,3.450088,0.046453
Passive DS-TWR,1785766383.339062,0.309593,3.424844,0.065693
Passive DS-TWR,1785766383.374641,0.314033,3.349733,0.102703
Passive DS-TWR,1785766383.374811,0.296085,3.355692,0.110008
Passive DS-TWR,1785766383.432633,0.271710,3.444408,0.103814
Passive DS-TWR,1785766383.478882,0.419574,3.421693,0.046023
Passive DS-TWR,1785766383.483992,0.336139,3.346573,0.094241
Passive DS-TWR,1785766383.496305,0.286995,3.353449,0.118176
Passive DS-TWR,1785766383.544973,0.341716,3.298609,0.137929
Passive DS-TWR,1785766383.571150,0.297350,3.433336,0.077493
Passive DS-TWR,1785766383.596715,0.405244,3.366328,0.072825
Passive DS-TWR,1785766383.608972,0.340938,3.337302,0.101056
Passive DS-TWR,1785766383.641732,0.245372,3.437883,0.129578
Passive DS-TWR,1785766383.651458,0.302501,3.413332,0.074834
Passive DS-TWR,1785766383.700655,0.291492,3.370269,0.104017
Passive DS-TWR,1785766383.802757,0.341214,3.287592,0.148760
Passive DS-TWR,1785766383.826603,0.295652,3.387579,0.091041
Passive DS-TWR,1785766383.854962,0.353637,3.408261,0.032204
Passive DS-TWR,1785766383.864454,0.342489,3.307618,0.129005
Passive DS-TWR,1785766383.975257,0.408149,3.342199,0.096251
Passive DS-TWR,1785766383.975367,0.370409,3.406644,0.026234
Passive DS-TWR,1785766384.042920,0.357263,3.292854,0.140749
Passive DS-TWR,1785766384.209935,0.389313,3.325928,0.107552
Passive DS-TWR,1785766384.216625,0.290545,3.404765,0.088740
Passive DS-TWR,1785766384.216856,0.422815,3.391165,0.063328
Passive DS-TWR,1785766384.261054,0.392051,3.418526,0.022172
Passive DS-TWR,1785766384.301712,0.426097,3.342199,0.103836
Passive DS-TWR,1785766384.301963,0.373384,3.451798,0.019352
Passive DS-TWR,1785766384.347791,0.341773,3.299951,0.136613
Passive DS-TWR,1785766384.348064,0.388949,3.334410,0.099101
Passive DS-TWR,1785766384.385270,0.361017,3.396104,0.038933
Passive DS-TWR,1785766384.441428,0.356232,3.289819,0.143890
Passive DS-TWR,1785766384.466866,0.301590,3.354303,0.107146
Passive DS-TWR,1785766384.483701,0.366265,3.430098,0.008904
Passive DS-TWR,1785766384.509835,0.309732,3.298757,0.148749
Passive DS-TWR,1785766384.527799,0.300404,3.375596,0.093695
Passive DS-TWR,1785766384.534274,0.400942,3.349908,0.086620
Passive DS-TWR,1785766384.584440,0.288219,3.497149,0.108084
Passive DS-TWR,1785766384.632510,0.365357,3.306336,0.126521
Passive DS-TWR,1785766384.676641,0.281505,3.400910,0.098535
Passive DS-TWR,1785766384.730146,0.334048,3.289808,0.148409
Passive DS-TWR,1785766384.742353,0.285844,3.331517,0.134602
Passive DS-TWR,1785766384.742619,0.387563,3.347635,0.085816
Passive DS-TWR,1785766384.743026,0.361032,3.402895,0.032668
Passive DS-TWR,1785766384.780749,0.319748,3.315594,0.129237
Passive DS-TWR,1785766384.780862,0.229370,3.424195,0.145705
Passive DS-TWR,1785766384.791204,0.421028,3.422915,0.047174
Passive DS-TWR,1785766384.827788,0.372592,3.324575,0.107949
Passive DS-TWR,1785766384.870732,0.305307,3.445838,0.070799
Passive DS-TWR,1785766384.902122,0.344529,3.314067,0.122251
Passive DS-TWR,1785766384.906076,0.292499,3.368591,0.104232
Passive DS-TWR,1785766384.954260,0.348584,3.302887,0.132247
Passive DS-TWR,1785766385.142037,0.362904,3.435330,0.012265
Passive DS-TWR,1785766385.146059,0.346308,3.314915,0.120999
Passive DS-TWR,1785766385.183153,0.270084,3.393870,0.111650
Passive DS-TWR,1785766385.186178,0.428999,3.381300,0.074532
Passive DS-TWR,1785766385.187804,0.336752,3.451086,0.042379
Passive DS-TWR,1785766385.302644,0.439427,3.432774,0.064589
Passive DS-TWR,1785766385.307184,0.355715,3.444728,0.022698
Passive DS-TWR,1785766385.337565,0.380538,3.416570,0.016921
Passive DS-TWR,1785766385.352154,0.286714,3.384872,0.100172
Passive DS-TWR,1785766385.400944,0.360534,3.301391,0.131888
Passive DS-TWR,1785766385.489045,0.258941,3.412487,0.117613
Passive DS-TWR,1785766385.492168,0.378330,3.321877,0.110679
Passive DS-TWR,1785766385.568334,0.283300,3.370131,0.110767
Passive DS-TWR,1785766385.598969,0.362271,3.461455,0.031564
Passive DS-TWR,1785766385.697393,0.283016,3.352702,0.121653
Passive DS-TWR,1785766385.697601,0.429211,3.415230,0.057050
Passive DS-TWR,1785766385.700294,0.341314,3.462485,0.044977
Passive DS-TWR,1785766385.746309,0.316303,3.303011,0.142106
Passive DS-TWR,1785766385.747398,0.273676,3.407452,0.104218
Passive DS-TWR,1785766385.747666,0.392203,3.367095,0.067672
Passive DS-TWR,1785766385.802443,0.286788,3.371317,0.107222
Passive DS-TWR,1785766385.835902,0.431427,3.336048,0.111829
Passive DS-TWR,1785766385.849460,0.343560,3.306392,0.129931
Passive DS-TWR,1785766385.912672,0.313945,3.297119,0.148447
Passive DS-TWR,1785766385.947160,0.288456,3.366037,0.108993
Passive DS-TWR,1785766385.986698,0.339987,3.317412,0.120251
Passive DS-TWR,1785766386.032390,0.409951,3.356741,0.083501
Passive DS-TWR,1785766386.035494,0.328750,3.428675,0.046247
Passive DS-TWR,1785766386.041150,0.354377,3.275685,0.158146
Passive DS-TWR,1785766386.075053,0.297280,3.353596,0.110641
Passive DS-TWR,1785766386.075233,0.391634,3.347611,0.086537
Passive DS-TWR,1785766386.125012,0.310311,3.320092,0.129613
Passive DS-TWR,1785766386.125137,0.292604,3.423712,0.082703
Passive DS-TWR,1785766386.171934,0.390215,3.302888,0.130522
Passive DS-TWR,1785766386.215897,0.272020,3.352095,0.130526
Passive DS-TWR,1785766386.361990,0.349545,3.397787,0.042952
Passive DS-TWR,1785766386.362310,0.313436,3.288915,0.156165
Passive DS-TWR,1785766386.376530,0.281918,3.461544,0.097353
Passive DS-TWR,1785766386.395492,0.382796,3.389698,0.043537
Passive DS-TWR,1785766386.405362,0.375993,3.396538,0.035982
Passive DS-TWR,1785766386.585043,0.273752,3.362181,0.123141
Passive DS-TWR,1785766386.610737,0.354623,3.413692,0.027613
Passive DS-TWR,1785766386.624000,0.329466,3.289294,0.150223
Passive DS-TWR,1785766386.632471,0.270531,3.354252,0.130396
Passive DS-TWR,1785766386.663960,0.386954,3.405423,0.029666
Passive DS-TWR,1785766386.664350,0.325262,3.478263,0.067468
Passive DS-TWR,1785766386.707898,0.353870,3.270277,0.163574
Passive DS-TWR,1785766386.709831,0.428954,3.349862,0.098781
Passive DS-TWR,1785766386.740937,0.344248,3.415791,0.034857
Passive DS-TWR,1785766386.751386,0.355033,3.290447,0.143429
Passive DS-TWR,1785766386.851713,0.381929,3.394728,0.038434
Passive DS-TWR,1785766386.880395,0.332238,3.322262,0.118184
Passive DS-TWR,1785766386.890357,0.277741,3.404589,0.101030
Passive DS-TWR,1785766386.908296,0.396706,3.346775,0.088472
Passive DS-TWR,1785766387.001018,0.368611,3.284359,0.148274
Passive DS-TWR,1785766387.082237,0.280589,3.360475,0.118620
Passive DS-TWR,1785766387.096775,0.412030,3.353578,0.087247
Passive DS-TWR,1785766387.129338,0.372691,3.469072,0.036634
Passive DS-TWR,1785766387.173984,0.297764,3.353600,0.110300
Passive DS-TWR,1785766387.174201,0.338062,3.418643,0.039301
Passive DS-TWR,1785766387.411908,0.270324,3.409802,0.106951
Passive DS-TWR,1785766387.412745,0.411425,3.409439,0.043249
Passive DS-TWR,1785766387.412916,0.329607,3.418840,0.047249
Passive DS-TWR,1785766387.460601,0.375474,3.434488,0.002086
Passive DS-TWR,1785766387.475994,0.399080,3.304927,0.129857
Passive DS-TWR,1785766387.504941,0.378358,3.445380,0.013351
Passive DS-TWR,1785766387.556087,0.360741,3.421645,0.017793
Passive DS-TWR,1785766387.590653,0.337389,3.298687,0.138956
Passive DS-TWR,1785766387.593022,0.293790,3.388919,0.092023
Passive DS-TWR,1785766387.603829,0.373949,3.343959,0.088547
Passive DS-TWR,1785766387.669554,0.272037,3.407956,0.105692
Passive DS-TWR,1785766387.725594,0.330454,3.303918,0.136028
Passive DS-TWR,1785766387.725747,0.308720,3.356590,0.100669
Passive DS-TWR,1785766387.813755,0.394385,3.300180,0.133757
Passive DS-TWR,1785766387.856259,0.352779,3.310931,0.123556
Passive DS-TWR,1785766387.862090,0.393277,3.380798,0.054893
Passive DS-TWR,1785766387.884165,0.316770,3.459067,0.063857
Passive DS-TWR,1785766387.956429,0.352591,3.479141,0.051674
Passive DS-TWR,1785766387.968973,0.267299,3.342367,0.140318
Passive DS-TWR,1785766387.977561,0.306518,3.381003,0.085556
Passive DS-TWR,1785766388.085942,0.400848,3.371405,0.066402
Passive DS-TWR,1785766388.120580,0.367063,3.289993,0.142720
Passive DS-TWR,1785766388.265170,0.399271,3.342734,0.093033
Passive DS-TWR,1785766388.265352,0.367160,3.414030,0.020003
Passive DS-TWR,1785766388.295980,0.271075,3.323083,0.150795
Passive DS-TWR,1785766388.316717,0.295265,3.386672,0.091827
Passive DS-TWR,1785766388.377200,0.280425,3.374364,0.110877
Passive DS-TWR,1785766388.377388,0.395255,3.303428,0.130678
Passive DS-TWR,1785766388.388240,0.379464,3.415504,0.017615
Passive DS-TWR,1785766388.427912,0.342182,3.347357,0.091192
Passive DS-TWR,1785766388.428096,0.315215,3.369176,0.086978
Passive DS-TWR,1785766388.436338,0.394222,3.330812,0.103521
Passive DS-TWR,1785766388.517528,0.425157,3.348087,0.098274
Passive DS-TWR,1785766388.561676,0.272225,3.429062,0.102671
Passive DS-TWR,1785766388.658419,0.436328,3.385155,0.077605
Passive DS-TWR,1785766388.661549,0.350204,3.424206,0.025993
